title,link,description,price,bedroom,area,latitude,longitude,posing time,update time,available time
(Lechmere/East Cambridge  2 BR - New Renovation - In Unit Laundry ),http://boston.craigslist.org/gbs/fee/6092530836.html,Lechmere/East Cambridge 2 BR - New Renovation - In Unit Laundry Cambridge / Lechmere / East Cambridge Available: 9/1/2017 || Fee: Full Fee || Reference: #140830 Apartment Summary Great location less...,$2800,2BR / 1Ba,available sep 1,42.372813,-71.082814,2017-04-17  6:15pm,2017-04-30  7:45am,cats are OK - purrr
East Cambridge 2 BR 2 BA Condo - Parking Included - VERY NICE!,http://boston.craigslist.org/gbs/fee/6102147359.html,Apartment Rental Experts Available: 6/1/2017 || Fee: Full Fee || Reference: #135681 Apartment Summary Great unit in the Pavilion. Across street from Twin City Plaza within an easy walk to the Green...,$2700,2BR / 2Ba,available jun 1,42.372821,-71.086092,2017-04-24 11:31am,2017-05-01  6:08pm,apartment
**NO NEED FOR GYM MEMBERSHIP**STEPS TO T**MODERN DESIGNS**PET FRIENDLY,http://boston.craigslist.org/gbs/nfb/6105905923.html,"NO BROKER FEE! Ã¢Â€Â¢ Kitchen Islands, Quartz Counters, Stainless Steel GE Appliances and Hardwood Flooring Ã¢Â€Â¢ Washer / Dryer in Unit Ã¢Â€Â¢ Floor-to-Ceiling Windows Ã¢Â€Â¢ Walk-in Closets Ã¢Â€Â¢ 15,000 SF...",$2750,1BR / 1Ba,available jun 1,42.372836,-71.07767,2017-04-26  6:06pm,2017-04-30  4:24pm,cats are OK - purrr
}}}East Cambridge 2 Bedroom 2 Bathroom Condo{{{,http://boston.craigslist.org/gbs/fee/6102148103.html,Apartment Rental Experts Available: 6/1/2017 || Fee: Full Fee || Reference: #135681 Apartment Summary Great unit in the Pavilion. Across street from Twin City Plaza within an easy walk to the Green...,$2700,2BR / 2Ba,available jun 1,42.372836,-71.086071,2017-04-24 11:31am,2017-05-01  6:09pm,apartment
1 Bed on Willow Ave in East Cambridge available now HALF FEE,http://boston.craigslist.org/gbs/fee/6102753049.html,"ID: 648189 Location: Willow St., CambridgeRent: $1930 / Month Broker Fee: Half Month Available Date: NOW Beds: 1 Baths: 1 one bedroom apartment in East Cambridge on Willow Ave. Close to Kendall, and...",$1930,1BR / 1Ba,462ft2,42.372876,-71.091746,2017-04-24  5:15pm,2017-04-29  6:50pm,available apr 24
"6/1 Sunny Inman Sq., Hardwood Floors, Modern Kitchen, Deck, Pets OK",http://boston.craigslist.org/gbs/fee/6068242834.html,"Location: Cambridge St., CambridgeRent: $3000 / Month Broker Fee: One Month Available Date: 06/01/2017 Beds: 3 Baths: 1 Pet: Pet Friendly Features: Back Porch, Deck, Dishwasher, Eat-in Kitchen,...",$3000,3BR / 1Ba,1000ft2,42.372913,-71.094488,2017-03-31  1:39pm,2017-04-29  6:23am,available jun 1
STEPS TO KENDALL * IDEAL FOR TECH / BIOTECH * ORANGE/GREEN LINE * GYM,http://boston.craigslist.org/gbs/nfb/6095078874.html,"NO BROKER FEE! INTERIOR LUXURIES: Ã¢Â€Â¢ Kitchen Islands, White Quartz Countertops and Stainless Steel GE Appliance Package Ã¢Â€Â¢ Dark Wood Finished Cabinets and Self-Closing Kitchen Drawers Ã¢Â€Â¢ Vinyl...",$2475,0BR / 1Ba,640ft2,42.372947,-71.077573,2017-04-19  1:22pm,2017-04-30  4:16pm,available may 21
"Charming brick building Midcambridge, heated, laundry Harvard",http://boston.craigslist.org/gbs/fee/6103866659.html,"Charming brick building Midcambridge, heated, laundry Harvard and redline Fantastic loc. quiet street in Midcambridge Brick building with woodfloor, eik, laundry heat, hot water included. on street...",$2000,1BR / 1Ba,available jul 1,42.372962,-71.108162,2017-04-25 12:54pm,email to friend,cats are OK - purrr
Updated Studio in Heart of Harvard Square ~ UNBEATABLE LOCATION!,http://boston.craigslist.org/gbs/fee/6104320385.html,"Apartment Rental Experts Available: 5/1/2017 || Fee: Full Fee || Reference: #172376 Apartment Summary Large, quality studio with nice white walls and an updated kitchen located right in the middle of ",$1995,0BR / 1Ba,available may 1,42.372963,-71.119727,2017-04-25  5:25pm,email to friend,apartment
"1 bed, Lechmere,Inman Sq, Twin City Plaza, Harvard square, LNDRY, PKNG",http://boston.craigslist.org/gbs/fee/6074531753.html,"Call or Text Jennifer @ Avail NOW! ID# 1934559 Awesome 1BR in an Amazing Inman Sq. Location... Hardwoods, Granite, Dishwasher, Large Private Back Porch, Laundry in Unit... Will go Fast ...Call...",$2200,1BR / 1Ba,available apr 4,42.372966,-71.086515,2017-04-04  7:56pm,2017-04-30  9:52pm,apartment
"Renovated, 1BD East Cambridge, LNDRY, Inman Square, MIT/KENDALL",http://boston.craigslist.org/gbs/fee/6100660735.html,ID: 1934559 Rent: $2200 / Month Broker Fee: One Month Available Date: NOW Beds: 1 Baths: 1 Pet: No Pet Contact Timothy at using Reference ID 1934559 to schedule your showing today! Features: Cable...,$2200,1BR / 1Ba,available apr 23,42.372966,-71.086515,2017-04-23 10:42am,2017-05-01 10:17am,apartment
Great 3 Bedroom in Cambridge,http://boston.craigslist.org/gbs/fee/6068518089.html,"Great 3 Bedroom in Cambridge Good Location on Fulkerson St. Convenient to Central Sq, Kendall Sq, Inman Sq, North End, Charles MGH 3 Bedroom 1 Bath Separate Living and Dining Rooms Hardwood Floors...",$3000,3BR / 1Ba,available sep 1,42.372982,-71.095497,2017-03-31  4:32pm,2017-04-28  4:28pm,apartment
ÂºÂº June 1st ÂºÂº Inman Sq Huge 3 BR ÂºÂº Dishwasher  ÂºÂº,http://boston.craigslist.org/gbs/fee/6100887323.html,Cambridge/Inman Square 3 Bedroom Cambridge / Inman Square / Central Square Available: 6/1/2017 || Fee: Full Fee || Reference: #145090 Apartment Details Reference: #145090 Bedrooms: 3 Fee: Full Fee...,$2900,3BR / 1Ba,available jun 1,42.373015,-71.095322,2017-04-23  1:26pm,2017-04-28  1:16pm,apartment
"3 Bed ~~ INMAN SQUARE ~~ Reno, EIK, Dishwasher!!",http://boston.craigslist.org/gbs/fee/6098582526.html,"APARTMENT RENTAL EXPERTS, LLC Apartment Rental Experts, LLC Apartment Details Kitchen: Eat in Kitchen. Appliances include: Refrigerator, Stove, Dishwasher, Garbage Disposal, Microwave. Available:...",$2900,3BR / 1Ba,available jun 1,42.373015,-71.095322,2017-04-21  7:00pm,2017-04-30  6:04pm,apartment
INMAN SQUARE 3BDRM CAMBRIDGE 6/1 or 6/15,http://boston.craigslist.org/gbs/fee/6102022570.html,6 room 3bedroom hardwood floors large kitchen right in inman square gas heat mark ,$2900,3BR / 3Ba,available jun 1,42.373015,-71.095322,2017-04-24 10:20am,email to friend,cats are OK - purrr
Gorgeous 2 Bedroom in Inman Square,http://boston.craigslist.org/gbs/fee/6095381882.html,"Gorgeous 2 Bedroom in Inman Square - 2 Bedroom 1 Bathroom - Sunny and Spacious Bedrooms and Living Room - Kitchen Equipped with Lots of Cabinet Space, Gas Stove, Microwave, and Dishwasher - Hardwood...",$2550,2BR / 1Ba,available jun 1,42.3731,-71.096359,2017-04-19  4:23pm,2017-05-01  2:59pm,apartment
STEPS TO KENDALL * IDEAL FOR TECH / BIOTECH * SHUTTLE * NO FEE MAY,http://boston.craigslist.org/gbs/nfb/6105110215.html,"NO BROKER FEE! Ã¢Â€Â¢ Kitchen Islands, Quartz Counters, Stainless Steel GE Appliances and Hardwood Flooring Ã¢Â€Â¢ Washer / Dryer in Unit Ã¢Â€Â¢ Floor-to-Ceiling Windows Ã¢Â€Â¢ Walk-in Closets Ã¢Â€Â¢ 15,000 SF...",$2450,0BR / 1Ba,554ft2,42.373177,-71.077541,2017-04-26 10:08am,2017-04-30  4:21pm,available may 1
NO FEE&#9654;ORANGE/GREEN T&#9654;Easy To EVERYTHING&#9654;Utilities Incld,http://boston.craigslist.org/gbs/nfb/6106073997.html,You only pay Electric and if you chose Cable & Internet! White Quartz Countertops Stainless Steel GE Appliance Package Dark Wood Finished Cabinets Self-Closing Kitchen Drawers Grand Lobby with...,$2550,1BR / 1Ba,725ft2,42.373193,-71.079955,2017-04-26  8:21pm,2017-04-30  1:33pm,available jun 1
"CAMBRIDGE 3 BR, 2BA Avl 91! Incl Hot Water! Laundry IN Unit! Near MIT!",http://boston.craigslist.org/gbs/fee/6104117945.html,"CAMBRIDGE 3 Bedroom, 2 Bath Available September 1st! Includes Hot Water! Laundry IN Unit! NEW Kitchen, Baths! Near Red Line!!! This newly RENOVATED apartment boasts a spacious designer kitchen,...",$3900,3BR / 2Ba,available sep 1,42.373237,-71.094419,2017-04-25  3:17pm,2017-04-30  2:51pm,cats are OK - purrr
"REDUCED! 8 Bd, 3.5 Ba, Central Air, Dining Rm, Lndry@Unit, Pantry~9/1!",http://boston.craigslist.org/gbs/fee/6085473886.html,"ID: 2343628 Location: Memorial Dr., Cambridge (Harvard Square) Rent: $9800 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 8 Baths: 3.5 Pet: No Pet Features: A/C, Central Air, Dining...",$9800,8BR / 3Ba,2200ft2,42.373317,-71.126422,2017-04-12  1:32pm,2017-04-29 11:24am,available sep 1
"Charming apt in victorian house, woodfloor, yard, laundry heated,",http://boston.craigslist.org/gbs/fee/6104124810.html,"Charming apt in victorian house, woodfloor, yard, laundry heated, harvard , redline Minutes to harvard and redline. woodfloor,open kitchen yard, heat, hot water included , sunny apt in multi family...",$2100,1BR / 1Ba,available may 1,42.37333,-71.107903,2017-04-25  3:21pm,email to friend,cats are OK - purrr
"Charming apt in victorian house, woodfloor, yard, laundry heated, harv",http://boston.craigslist.org/gbs/fee/6104114479.html,"Charming apt in victorian house, woodfloor, yard, laundry heated, harvard , redline Minutes to harvard and redline. woodfloor,open kitchen yard, heat, hot water included , sunny apt in multi family...",$2100,1BR / 1Ba,available may 1,42.37333,-71.107903,2017-04-25  3:15pm,email to friend,cats are OK - purrr
"CAMBRIDGE -  Price: $3,200 Available: 07/01/17.  2 BEDROOM - 1 BATH",http://boston.craigslist.org/gbs/fee/6103705488.html,"CAMBRIDGE - Price: $3,200 Available: 07/01/17. 2 BEDROOM - 1 BATH Modern 2 bedroom apartment right in Harvard Square. Nice space with exposed brick, and no lead. Modern galley kitchen with dishwasher ",$3200,2BR / 1Ba,available jul 1,42.373364,-71.122978,2017-04-25 11:26am,2017-05-01 11:45am,apartment
Centrally Located In The Heart Of Harvard Square,http://boston.craigslist.org/gbs/fee/6103228227.html,INTERIOR FEATURES: Ã¢Â€Â¢ Tile Floors Ã¢Â€Â¢ Balcony/Patio* Ã¢Â€Â¢ Views Ã¢Â€Â¢ Skylight Ã¢Â€Â¢ Accent Walls Ã¢Â€Â¢ Dishwasher Ã¢Â€Â¢ Disposal Ã¢Â€Â¢ Kitchen Ã¢Â€Â¢ Oven Ã¢Â€Â¢ Refrigerator *In Select Homes BUILDING AMENITIES:...,$2975,2BR / 1.5Ba,available jan 1,42.373383,-71.121969,2017-04-25 12:09am,2017-04-27 11:03pm,cats are OK - purrr
CAMBRIDGE ST 5 BED AVAIL NOW,http://boston.craigslist.org/gbs/fee/6075803619.html,"ID: 2344448 Location: Cambridge, Cambridge (Inman Square) Rent: $4000 / Month Broker Fee: One Month Available Date: NOW Beds: 5 Baths: 2 Linda A Ruggiero    Some information and pictures are...",$4000,5BR / 2Ba,1200ft2,42.373385,-71.098106,2017-04-05  5:20pm,2017-04-29  9:36am,available apr 5
Inman Sq Cambridge 5BR on Prospect St Avail 9/1 po4,http://boston.craigslist.org/gbs/fee/6097972511.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Newly Renovated unit. Brand new kitchen with Euro-white...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-21 12:38pm,2017-04-30  2:16pm,apartment
"HDWD floors, large rooms, in unit laundry, and an open floor plan",http://boston.craigslist.org/gbs/fee/6104501895.html,"ID: 558107 Location: Prospect St., CambridgeRent: $2900 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 ID: 558107 Renovated, large and luxurious top floor 2BR unit in heart ",$2900,2BR / 1Ba,851ft2,42.373385,-71.098106,2017-04-25  7:40pm,2017-05-01  5:53am,available sep 1
"Large rooms, in unit laundry, and an open floor plan. SEP 1",http://boston.craigslist.org/gbs/fee/6104499071.html,"ID: 558107 Location: Prospect St., CambridgeRent: $2900 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 ID: 558107 Renovated, large and luxurious top floor 2BR unit in heart ",$2900,2BR / 1Ba,851ft2,42.373385,-71.098106,2017-04-25  7:38pm,2017-04-29 11:49am,available sep 1
"Renovated, large and luxurious top floor 2BR unit in heart of Inman Sq",http://boston.craigslist.org/gbs/fee/6104490828.html,"ID: 558107 Location: Prospect St., CambridgeRent: $2900 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 ID: 558107 Renovated, large and luxurious top floor 2BR unit in heart ",$2900,2BR / 1Ba,851ft2,42.373385,-71.098106,2017-04-25  7:31pm,2017-04-29 11:50am,available sep 1
5 Bd on Prospect St.,http://boston.craigslist.org/gbs/fee/6087811561.html,"ID: 2030957 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2016 Beds: 5 Baths: 1 Raymond Ng  Cell  x 117 Office Phoenix Realty 1284 Commonwealth Ave...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-14  8:03am,2017-04-29  8:24pm,apartment
NICE 2 BED AVAIL SEPT 1ST NEAR INMAN SQ,http://boston.craigslist.org/gbs/fee/6103165048.html,"ID: 558107 Location: Prospect St., CambridgeRent: $2900 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 2 Baths: 1 Belinda McMillian    Kenmore Properties Boston Some information and...",$2900,2BR / 1Ba,851ft2,42.373385,-71.098106,2017-04-24 10:49pm,2017-04-30 10:32pm,available sep 1
"New Space, HUGE! Granite, HdWd Flrs, 2Baths, Sunny! Unique, NOW",http://boston.craigslist.org/gbs/fee/6076106993.html,"ID: 2344448 Location: Cambridge, Cambridge (Inman Square) Rent: $4000 / Month Broker Fee: One Month Available Date: NOW Beds: 5 Baths: 2 Ready ASAP * Please call/text/email for inquiries. prices,...",$4000,5BR / 2Ba,1200ft2,42.373385,-71.098106,2017-04-05  9:34pm,2017-04-24  7:46pm,available apr 5
INMAN SQ. NEW RENOV. GREAT KITCHEN. S/S APPLIANCES. LAUNDRY. SEP 1,http://boston.craigslist.org/gbs/fee/6092543737.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Features: Dishwasher, Disposal, Gas Heat, Gas Range, Granite Counter Tops,...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-17  6:25pm,2017-05-01 12:58pm,apartment
INMAN SQ. NEW RENOV. GREAT KITCHEN. S/S APPLIANCES. LAUNDRY. JAN 1,http://boston.craigslist.org/gbs/fee/6088354963.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Features: Dishwasher, Disposal, Gas Heat, Gas Range,...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-14  2:27pm,2017-05-01  5:39am,apartment
Great Inman Square Location. Minutes to the Red Line in Central Sq.,http://boston.craigslist.org/gbs/fee/6088355801.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Features: Dishwasher, Disposal, Gas Heat, Gas Range,...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-14  2:27pm,2017-05-01  5:38am,apartment
"Newly Renovated. Refinished Hardwood Floors, Brand New Kitchen",http://boston.craigslist.org/gbs/fee/6088356746.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Features: Dishwasher, Disposal, Gas Heat, Gas Range,...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-14  2:28pm,2017-05-01  5:38am,apartment
"Refinished Hardwood Floors, Brand New Kitchen. Laundry in the Building",http://boston.craigslist.org/gbs/fee/6088362581.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Features: Dishwasher, Disposal, Gas Heat, Gas Range,...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-04-14  2:31pm,2017-05-01  5:38am,apartment
INMAN SQ 5/1 RENOVATED GRANITE/SS AVAIL 9/1,http://boston.craigslist.org/gbs/fee/6067236863.html,"ID: 2028459 Location: Prospect St., CambridgeRent: $4750 / Month Broker Fee: One Month Available Date: 09/01/2017 Beds: 5 Baths: 1 Pet: No Pet Dave Alce Boston Brokerage Group  All information is...",$4750,5BR / 1Ba,available sep 1,42.373385,-71.098106,2017-03-30  6:21pm,2017-04-27 10:42am,apartment
"Renovated Inman Square Deal! Stainless Kitchen, Hardwood Floors",http://boston.craigslist.org/gbs/fee/6087310223.html,"Location: Cambridge, Cambridge (Inman Square) Rent: $4000 / Month Broker Fee: One Month Available Date: NOW Beds: 5 Baths: 2 Carl Davis  Carrington Real Estate Services...",$4000,5BR / 2Ba,1200ft2,42.373385,-71.098106,2017-04-13  6:18pm,2017-05-01  6:36pm,available apr 13
"Furnished, Everything Included: Heat, Elect, TV, Internet, Apr.15th",http://boston.craigslist.org/gbs/fee/6103194676.html,"ID: 2145989 Location: Marie Ave., CambridgeRent: $1600 / Month Broker Fee: One Month Available Date: 04/015/2017 Beds: Studio Baths: 1 Pet: No Pet Rent Includes: Electricity, Gas, Heat, Hot Water...",$1600,0BR / 1Ba,available apr 24,42.373418,-71.103937,2017-04-24 11:23pm,email to friend,apartment
"Bring Your S/case: Furnished Studio, Heat/Electr/TV/Internet Incl.",http://boston.craigslist.org/gbs/fee/6103190126.html,"ID: 2145989 Location: Marie Ave., CambridgeRent: $1600 / Month Broker Fee: One Month Available Date: 04/015/2017 Beds: Studio Baths: 1 Pet: No Pet Rent Includes: Electricity, Gas, Heat, Hot Water...",$1600,0BR / 1Ba,available apr 24,42.373418,-71.103937,2017-04-24 11:18pm,email to friend,apartment
"Nice, Spacious and Airy ONE BED, HW floors ,HHW inc, Classic Building",http://boston.craigslist.org/gbs/fee/6100328674.html,"This is a very nice tree top one bedroom condominium located in a well-landscaped and maintained building right near Harvard Sq. There are Hardwood floors in the living room and bedroom, a nice...",$2350,1BR / 1Ba,available aug 1,42.373431,-71.113,2017-04-23 12:29am,2017-04-29  1:12am,condo
"Awesome Apt. Many Free Facilities, Near MBTA. Live Proper!",http://boston.craigslist.org/gbs/fee/6101663497.html,"ID: 559817 Location: Brattle St., Cambridge (Harvard Square) Rent: $2515 / Month Broker Fee: No Fee Available Date: 06/01/2017 Beds: 1 Baths: 1 Pet: No Pet Rent Includes: Heat, Hot Water Features: 24 ",$2515,1BR / 1Ba,available jun 1,42.373458,-71.119483,2017-04-24 12:14am,2017-04-26  1:45am,apartment
"Award-Winning Apt.Lovely 2 Beds, Heat & Hot Water Included! Live Life!",http://boston.craigslist.org/gbs/fee/6095928722.html,"ID: 557650 Location: Brattle St., Cambridge (Harvard Square) Rent: $3165 / Month Broker Fee: No Fee Available Date: 06/01/2017 Beds: 2 Baths: 1 Pet: No Pet Rent Includes: Heat, Hot Water Features: 24 ",$3165,2BR / 1Ba,available jun 1,42.373458,-71.119483,2017-04-20 12:36am,2017-04-26  1:45am,apartment
***COZY Apt**HEART OF HARVARD SQUARE**H/HW INCLUDED***3 Mins 2 RED LIN,http://boston.craigslist.org/gbs/fee/6104605084.html,"For additional information call Romeo: 2-Room Studio 1 Bathroom Parking: Street Parking Heat and Hot Water Included Laundry: In Building Pets: 1-cat may be negotiated. First, Security and Fee...",$1625,0BR / 1Ba,available jun 1,42.373458,-71.119483,2017-04-25  9:08pm,2017-05-01  8:27am,cats are OK - purrr
***RENOVATED Apt**Heart of HARVARD SQUARE**EAT-IN KITCHEN***SPACIOUS,http://boston.craigslist.org/gbs/fee/6104602009.html,For additional information call Romeo: 1 Bedroom 1 Bathroom Parking: Street Parking Laundry: In Building Utilities: Tenant Pays gas and Electric Pets: No Pets Realtor Fee: Tenant Pays June 1 2017...,$2595,1BR / 1Ba,available jun 1,42.373458,-71.119483,2017-04-25  9:05pm,2017-05-01  8:27am,cats are OK - purrr
***COZY Apt**In HARVARD SQUARE**Next 2 RED LINE**H/HW INCLUDED**,http://boston.craigslist.org/gbs/fee/6104553996.html,For additional information call Romeo: 1 Bedroom 1 Bathroom Parking: Street Parking Heat and Hot Water Included Laundry: In Building Pets: No Pets Realtor Fee: Tenant Pays May 1 2015 Cozy apartment...,$1995,1BR / 1Ba,available may 1,42.373458,-71.119483,2017-04-25  8:23pm,2017-05-01  8:27am,cats are OK - purrr
***LOVELY Apt***Middle of HARVARD SQUARE**2 Mins 2 RED LINE**H/HW INCL,http://boston.craigslist.org/gbs/fee/6104289726.html,For additional information call Romeo: 1 Bedroom 1 Bathroom Parking: Streeet Parking Heat and Hot Water Included Laundry: In Building Pets: No Pets Realtor Fee: Tenant Pays August 1 2017 Cozy...,$2195,1BR / 1Ba,available aug 1,42.373458,-71.119483,2017-04-25  5:04pm,2017-04-30  6:49pm,cats are OK - purrr
Harvard Square~NO FEE!~SS Appliances~Granite Counters~Sunny~Storage,http://boston.craigslist.org/gbs/nfb/6095651738.html,"Located on Brattle St. in Cambridge (Harvard Square) - 869 sq.ft. 2 bed, 1 bath for $3,175/month (Landlord pays full broker fee) Utilities: Heat + Hot Water included! Parking: Street parking by...",$3175,2BR / 1Ba,869ft2,42.373458,-71.119483,2017-04-19  7:37pm,2017-04-25  3:45pm,available jun 1
Great Location! No Fee 2 Bedroom on Brattle St in Harvard Square. 6/1,http://boston.craigslist.org/gbs/nfb/6073571040.html,No Fee 2 bedroom right on Brattle St in Harvard Square. No Fee unit with heat and hot water included in the rent. Right next to Harvard Square T and all that Harvard Square has to offer as well as...,$3175,2BR / 1Ba,869ft2,42.373458,-71.119483,2017-04-04  9:42am,2017-04-30  9:41am,available jun 1
NO FEE NICE 2 BED AVAIL JUN 1ST NEAR HARVARD SQ,http://boston.craigslist.org/gbs/nfb/6103028053.html,"ID: 557650 Location: Brattle St., Cambridge (Harvard Square) Rent: $3165 / Month Broker Fee: No Fee Available Date: 06/01/2017 Beds: 2 Baths: 1 Pet: No Pet Rent Includes: Heat, Hot Water Features:...",$3165,2BR / 1Ba,available jun 1,42.373458,-71.119483,2017-04-24  8:40pm,2017-04-30 10:33pm,apartment
NO FEE NICE 1 BED AVAIL JUN 1ST NEAR HARVARD SQ,http://boston.craigslist.org/gbs/nfb/6103018276.html,"ID: 604364 Location: Brattle St., Cambridge (Harvard Square) Rent: $3695 / Month Broker Fee: No Fee Available Date: 06/01/2017 Beds: 1 Baths: 1 Rent Includes: Gas, Heat, Hot Water Features: Internet...",$3695,1BR / 1Ba,available jun 1,42.373458,-71.119483,2017-04-24  8:32pm,2017-04-30 10:33pm,apartment
Harvard Sqauare NO FEE One Bedroom,http://boston.craigslist.org/gbs/nfb/6096653362.html,"AMAZING LOCATION ...THIS IS A APRIL TIME FRAME RENTAL, NO SEPTEMBER ONE, NO FEE ONLY APPLIES TO NOW MOVE IN, UNIT IS UNOCCUPIED...CLOSE TO REDLINE, LAUNDRY ON SITE, COURTYARD AS WELL! JUST CALL ME...",$2125,1BR / 1Ba,400ft2,42.373458,-71.119483,2017-04-20  2:09pm,2017-04-30  3:09pm,available may 15
Amazing 2 bed apartment in Harvard Square,http://boston.craigslist.org/gbs/fee/6092938586.html,NO Broker Payment Hardwood floors Renovated kitchen Granite countertops Stainless steel appliances Renovated bath Perfect location in the heart of Harvard square Call Mbta: Mt Auburn St @ Story St -...,$3695,2BR / 1Ba,available jun 1,42.373528,-71.123268,2017-04-18 12:51am,2017-04-27  8:50pm,apartment
Spacious 2 Bed Penthouse now 1 month FREE! Last 2 Bed! Awesome views!,http://boston.craigslist.org/gbs/abo/6105994322.html,"THE BRAND NEW MILLBROOK LOFT APARTMENTS IN SOMERVILLE!!!!! FOR A LIMITED TIME, IF YOU MOVE IN BY AUGUST 1ST YOU WILL RECEIVE 1 MONTH FREE RENT! Apartment Interiors: âœ­Windows up to eight feet...",$4299,2BR / 2Ba,1174ft2,42.37362,-71.087448,2017-04-26  7:14pm,email to friend,available apr 27
CAMBRIDGE - Lechmere 2 Beds 2 bath,http://boston.craigslist.org/gbs/fee/6105629675.html,"AMAZING TWO BED LUXURY APARTMENT IN LECHMERE (CAMBRIDGE)!! Call, Text or Email me today for a free tour before this unit is gone!! -Luxury Apartment -2 Beds -2 Baths -Granite countertops -Spacious...",$3250,2BR / 2Ba,available apr 26,42.373622,-71.069533,2017-04-26  3:05pm,email to friend,apartment
"CAMBRIDGE - HARVARD SQUARE -  Price: $3,495 Available: 06/01/17.  3 BE",http://boston.craigslist.org/gbs/fee/6094888910.html,"CAMBRIDGE - HARVARD SQUARE - Price: $3,495 Available: 06/01/17. 3 BEDROOM - 2 BATH Beautiful, first floor 3 bedroom, 2 bath duplex in the heart of Harvard Square. Eat-in kitchen with dishwasher,...",$3495,3BR / 2Ba,available jun 1,42.373623,-71.12455,2017-04-19 11:36am,2017-05-01 10:18am,apartment
SPACIOUS 5 BR APARTMENT NEWLY RENOVATED,http://boston.craigslist.org/gbs/fee/6075632651.html,"Newly Renovated unit. Brand new kitchen with Euro-white cabinets. Stainless GE appliances including DW and wine fridge. - Spacious bedrooms & living room with two smaller bedrooms, refinished...",$4750,5BR / 1Ba,available sep 1,42.373632,-71.097948,2017-04-05  3:28pm,2017-04-30  2:17pm,cats are OK - purrr
NEWLY RENOVATED 5 Bed in Cambridge Near Harvard Available Sept 1st!!,http://boston.craigslist.org/gbs/fee/6094253469.html,"Thank you for your interest! Please call, text, or email Greg for a showing. Contact Info:   Cell: Newly Renovated unit. Brand new kitchen with Euro-white cabinets. Stainless GE appliances including...",$4750,5BR / 1Ba,available sep 1,42.373632,-71.097948,2017-04-18  9:13pm,2017-04-30  4:19pm,apartment
Beautiful 5 Bed,http://boston.craigslist.org/gbs/fee/6087986429.html,"Pet: Negotiable Newly Renovated unit. Brand new kitchen with Euro-white cabinets. Stainless GE appliances including DW and wine fridge. Spacious bedrooms & living room with two smaller bedrooms,...",$4750,5BR / 1Ba,available sep 1,42.373632,-71.097948,2017-04-14 10:41am,2017-04-28 11:10am,townhouse
"Urban Oasis in Inman Square - 2BR w/office, sunroom, parking - June 1",http://boston.craigslist.org/gbs/abo/6088654918.html,"Available June 1. Beautiful 2BR / 1BA full floor flat in Inman Square. Close MIT / Harvard, central, lechmere, porter and union sqaure in Sommerville. 1100 sqft + great outdoor areas. 20 south facing ",$3200,2BR / 1Ba,1100ft2,42.373715,-71.097895,2017-04-14  5:50pm,2017-05-01  5:59pm,available jun 1
"Charming apartment next to Harvard campus, April, May 1",http://boston.craigslist.org/gbs/fee/6101371885.html,"ID: 2067079 Location: ware St., Cambridge (Harvard Square) Rent: $2200 / Month Available Date: 05/01/2017 Beds: 1 Baths: 1 One bedroom condo right next to Harvard. Second floor unit in secure...",$2200,1BR / 1Ba,available may 1,42.373839,-71.112446,2017-04-23  7:19pm,2017-04-30  1:05pm,apartment
